,id,type,sectionId,sectionName,webPublicationDate,webTitle,webUrl,apiUrl,isHosted,pillarId,pillarName
0,world/2022/oct/22/russian-and-us-defence-ministers-discuss-ukraine-war-in-rare-talks,article,world,World news,2022-10-22T01:24:17Z,Russian and US defence ministers discuss Ukraine war in rare talks,https://www.theguardian.com/world/2022/oct/22/russian-and-us-defence-ministers-discuss-ukraine-war-in-rare-talks,https://content.guardianapis.com/world/2022/oct/22/russian-and-us-defence-ministers-discuss-ukraine-war-in-rare-talks,False,pillar/news,News
1,world/2022/oct/10/russian-pop-star-criticised-ukraine-war-israel-alla-pugacheva,article,world,World news,2022-10-10T16:07:42Z,Russian pop star who criticised Ukraine war says she is in Israel,https://www.theguardian.com/world/2022/oct/10/russian-pop-star-criticised-ukraine-war-israel-alla-pugacheva,https://content.guardianapis.com/world/2022/oct/10/russian-pop-star-criticised-ukraine-war-israel-alla-pugacheva,False,pillar/news,News
2,world/live/2022/aug/26/russia-ukraine-war-un-determined-to-visit-zaporizhzhia-nuclear-plant-russia-turning-site-into-active-war-zone-says-us-live-news,liveblog,world,World news,2022-08-26T17:50:05Z,Russia-Ukraine war: EU to hold urgent talks over Russian ‘energy war’; Ukraine announces mandatory evacuations – as it happened ,https://www.theguardian.com/world/live/2022/aug/26/russia-ukraine-war-un-determined-to-visit-zaporizhzhia-nuclear-plant-russia-turning-site-into-active-war-zone-says-us-live-news,https://content.guardianapis.com/world/live/2022/aug/26/russia-ukraine-war-un-determined-to-visit-zaporizhzhia-nuclear-plant-russia-turning-site-into-active-war-zone-says-us-live-news,False,pillar/news,News
3,world/live/2022/oct/15/russia-ukraine-war-live-news-many-russian-reservists-likely-buying-their-own-body-armour-says-uk,liveblog,world,World news,2022-10-15T18:12:08Z,"Russia-Ukraine war live: ‘endemic corruption and poor logistics’ harming Russian military, says UK – as it happened",https://www.theguardian.com/world/live/2022/oct/15/russia-ukraine-war-live-news-many-russian-reservists-likely-buying-their-own-body-armour-says-uk,https://content.guardianapis.com/world/live/2022/oct/15/russia-ukraine-war-live-news-many-russian-reservists-likely-buying-their-own-body-armour-says-uk,False,pillar/news,News
4,world/live/2022/sep/05/russia-ukraine-war-gas-prices-expected-to-surge-in-europe-zelenskiy-claims-progress-in-counteroffensive-live-news,liveblog,world,World news,2022-09-05T18:00:05Z,Russia-Ukraine war: Ukraine says it has pushed Russian forces back near Kramatorsk; last Zaporizhzhia reactor disconnected after Russian shelling – as it happened,https://www.theguardian.com/world/live/2022/sep/05/russia-ukraine-war-gas-prices-expected-to-surge-in-europe-zelenskiy-claims-progress-in-counteroffensive-live-news,https://content.guardianapis.com/world/live/2022/sep/05/russia-ukraine-war-gas-prices-expected-to-surge-in-europe-zelenskiy-claims-progress-in-counteroffensive-live-news,False,pillar/news,News
5,world/live/2022/oct/20/russia-ukraine-war-ukraine-restricts-power-use-abundant-evidence-russia-using-iranian-drones-says-us-live,liveblog,world,World news,2022-10-20T18:05:22Z,Russia-Ukraine war: UK sanctions Iran over drones used in Russian attacks in Ukraine; Kyiv restricts power use – as it happened,https://www.theguardian.com/world/live/2022/oct/20/russia-ukraine-war-ukraine-restricts-power-use-abundant-evidence-russia-using-iranian-drones-says-us-live,https://content.guardianapis.com/world/live/2022/oct/20/russia-ukraine-war-ukraine-restricts-power-use-abundant-evidence-russia-using-iranian-drones-says-us-live,False,pillar/news,News
6,world/live/2022/sep/16/russia-ukraine-war-zelenskiy-compares-scenes-in-izium-to-bucha-massacre-live-updates,liveblog,world,World news,2022-09-16T20:04:36Z,Russia-Ukraine war: senior pro-Russian officials reported killed; Ukraine says mass grave found at Izium – as it happened,https://www.theguardian.com/world/live/2022/sep/16/russia-ukraine-war-zelenskiy-compares-scenes-in-izium-to-bucha-massacre-live-updates,https://content.guardianapis.com/world/live/2022/sep/16/russia-ukraine-war-zelenskiy-compares-scenes-in-izium-to-bucha-massacre-live-updates,False,pillar/news,News
7,world/2022/oct/18/how-soulmates-hungary-and-poland-fell-out-over-ukraine-war,article,world,World news,2022-10-18T16:02:47Z,How soulmates Hungary and Poland fell out over Ukraine war,https://www.theguardian.com/world/2022/oct/18/how-soulmates-hungary-and-poland-fell-out-over-ukraine-war,https://content.guardianapis.com/world/2022/oct/18/how-soulmates-hungary-and-poland-fell-out-over-ukraine-war,False,pillar/news,News
8,world/2022/jun/03/russian-troops-pound-donbas-region-as-ukraine-war-enters-100th-day,article,world,World news,2022-06-03T14:29:22Z,Russian troops pound Donbas as Ukraine war enters 100th day,https://www.theguardian.com/world/2022/jun/03/russian-troops-pound-donbas-region-as-ukraine-war-enters-100th-day,https://content.guardianapis.com/world/2022/jun/03/russian-troops-pound-donbas-region-as-ukraine-war-enters-100th-day,False,pillar/news,News
9,world/2022/sep/23/berlusconi-claims-russians-pushed-putin-into-ukraine-war,article,world,World news,2022-09-23T15:40:32Z,Berlusconi claims Russians ‘pushed’ Putin into Ukraine war,https://www.theguardian.com/world/2022/sep/23/berlusconi-claims-russians-pushed-putin-into-ukraine-war,https://content.guardianapis.com/world/2022/sep/23/berlusconi-claims-russians-pushed-putin-into-ukraine-war,False,pillar/news,News
10,world/2022/oct/24/russian-tv-presenter-anton-krasovsky-accused-of-inciting-genocide-in-ukraine,article,world,World news,2022-10-24T14:00:29Z,Russian TV presenter accused of inciting genocide in Ukraine,https://www.theguardian.com/world/2022/oct/24/russian-tv-presenter-anton-krasovsky-accused-of-inciting-genocide-in-ukraine,https://content.guardianapis.com/world/2022/oct/24/russian-tv-presenter-anton-krasovsky-accused-of-inciting-genocide-in-ukraine,False,pillar/news,News
11,world/2022/oct/20/ukraine-true-detectives-investigators-closing-in-on-russian-war-crimes,article,world,World news,2022-10-20T05:00:46Z,Ukraine’s true detectives: the investigators closing in on Russian war criminals,https://www.theguardian.com/world/2022/oct/20/ukraine-true-detectives-investigators-closing-in-on-russian-war-crimes,https://content.guardianapis.com/world/2022/oct/20/ukraine-true-detectives-investigators-closing-in-on-russian-war-crimes,False,pillar/news,News
12,world/2022/oct/20/ukraine-plans-power-cuts-after-russian-strikes-on-plants,article,world,World news,2022-10-20T18:16:40Z,Ukraine plans power cuts after Russian strikes on plants,https://www.theguardian.com/world/2022/oct/20/ukraine-plans-power-cuts-after-russian-strikes-on-plants,https://content.guardianapis.com/world/2022/oct/20/ukraine-plans-power-cuts-after-russian-strikes-on-plants,False,pillar/news,News
13,us-news/2022/oct/18/first-thing-russian-airstrikes-hit-critical-infrastructure-in-ukraine,article,us-news,US news,2022-10-18T09:30:44Z,Fresh Russian strikes hit ‘critical infrastructure’ in Ukraine | First Thing,https://www.theguardian.com/us-news/2022/oct/18/first-thing-russian-airstrikes-hit-critical-infrastructure-in-ukraine,https://content.guardianapis.com/us-news/2022/oct/18/first-thing-russian-airstrikes-hit-critical-infrastructure-in-ukraine,False,pillar/news,News
14,world/2022/sep/18/ukraine-war-cross-border-russia-putin-belgorod,article,world,World news,2022-09-18T05:00:04Z,"‘They won’t invade, will they?’ Fears rise in Russian city that Ukraine war could cross border",https://www.theguardian.com/world/2022/sep/18/ukraine-war-cross-border-russia-putin-belgorod,https://content.guardianapis.com/world/2022/sep/18/ukraine-war-cross-border-russia-putin-belgorod,False,pillar/news,News
15,world/2022/apr/20/russian-tycoon-oleg-tinkov-denounces-insane-war-in-ukraine,article,world,World news,2022-04-20T00:23:28Z,Russian tycoon Oleg Tinkov denounces ‘insane war’ in Ukraine ,https://www.theguardian.com/world/2022/apr/20/russian-tycoon-oleg-tinkov-denounces-insane-war-in-ukraine,https://content.guardianapis.com/world/2022/apr/20/russian-tycoon-oleg-tinkov-denounces-insane-war-in-ukraine,False,pillar/news,News
16,world/2022/sep/12/ukraine-continues-kharkiv-offensive-despite-apparent-russian-retaliation,article,world,World news,2022-09-12T12:36:22Z,Ukraine continues Kharkiv offensive despite apparent Russian retaliation,https://www.theguardian.com/world/2022/sep/12/ukraine-continues-kharkiv-offensive-despite-apparent-russian-retaliation,https://content.guardianapis.com/world/2022/sep/12/ukraine-continues-kharkiv-offensive-despite-apparent-russian-retaliation,False,pillar/news,News
17,world/2022/oct/05/putin-appears-to-admit-severe-russian-losses-in-ukraine,article,world,World news,2022-10-05T18:09:02Z,Putin appears to admit severe Russian losses in Ukraine,https://www.theguardian.com/world/2022/oct/05/putin-appears-to-admit-severe-russian-losses-in-ukraine,https://content.guardianapis.com/world/2022/oct/05/putin-appears-to-admit-severe-russian-losses-in-ukraine,False,pillar/news,News
18,world/2022/jul/15/g20-canada-says-russian-delegation-is-personally-responsible-for-war-crimes-in-ukraine,article,world,World news,2022-07-15T04:09:37Z,G20: Canada claims Russian delegation are personally responsible for ‘war crimes’ in Ukraine,https://www.theguardian.com/world/2022/jul/15/g20-canada-says-russian-delegation-is-personally-responsible-for-war-crimes-in-ukraine,https://content.guardianapis.com/world/2022/jul/15/g20-canada-says-russian-delegation-is-personally-responsible-for-war-crimes-in-ukraine,False,pillar/news,News
19,world/live/2022/aug/11/russia-ukraine-war-first-wheat-shipments-to-leave-next-week-un-to-discuss-zaporizhzhia-nuclear-plant-crisis-live,liveblog,world,World news,2022-08-11T18:00:24Z,"Russia-Ukraine war: invasion ‘starting to fail’ and Russian forces suffering huge losses, says UK – as it happened",https://www.theguardian.com/world/live/2022/aug/11/russia-ukraine-war-first-wheat-shipments-to-leave-next-week-un-to-discuss-zaporizhzhia-nuclear-plant-crisis-live,https://content.guardianapis.com/world/live/2022/aug/11/russia-ukraine-war-first-wheat-shipments-to-leave-next-week-un-to-discuss-zaporizhzhia-nuclear-plant-crisis-live,False,pillar/news,News
20,world/2022/oct/05/putin-appears-to-admit-severe-russian-losses-in-ukraine,article,world,World news,2022-10-05T18:09:02Z,Putin appears to admit severe Russian losses in Ukraine,https://www.theguardian.com/world/2022/oct/05/putin-appears-to-admit-severe-russian-losses-in-ukraine,https://content.guardianapis.com/world/2022/oct/05/putin-appears-to-admit-severe-russian-losses-in-ukraine,False,pillar/news,News
21,world/live/2022/aug/11/russia-ukraine-war-first-wheat-shipments-to-leave-next-week-un-to-discuss-zaporizhzhia-nuclear-plant-crisis-live,liveblog,world,World news,2022-08-11T18:00:24Z,"Russia-Ukraine war: invasion ‘starting to fail’ and Russian forces suffering huge losses, says UK – as it happened",https://www.theguardian.com/world/live/2022/aug/11/russia-ukraine-war-first-wheat-shipments-to-leave-next-week-un-to-discuss-zaporizhzhia-nuclear-plant-crisis-live,https://content.guardianapis.com/world/live/2022/aug/11/russia-ukraine-war-first-wheat-shipments-to-leave-next-week-un-to-discuss-zaporizhzhia-nuclear-plant-crisis-live,False,pillar/news,News
22,world/2022/may/20/russian-soldier-will-accept-punishment-ukraine-war-crime-vadim-shysimarin,article,world,World news,2022-05-20T13:26:23Z,Russian soldier says he will accept punishment for Ukraine war crime,https://www.theguardian.com/world/2022/may/20/russian-soldier-will-accept-punishment-ukraine-war-crime-vadim-shysimarin,https://content.guardianapis.com/world/2022/may/20/russian-soldier-will-accept-punishment-ukraine-war-crime-vadim-shysimarin,False,pillar/news,News
23,world/live/2022/oct/07/russia-ukraine-war-live-nuclear-threat-is-worst-in-60-years-biden-says-ukraine-recaptures-500-square-km-in-a-week,liveblog,world,World news,2022-10-07T18:01:19Z,"Russia-Ukraine war: Russians being prepared for nuclear war, warns Zelenskiy; White House says no indication of immediate Russian plans – as it happened",https://www.theguardian.com/world/live/2022/oct/07/russia-ukraine-war-live-nuclear-threat-is-worst-in-60-years-biden-says-ukraine-recaptures-500-square-km-in-a-week,https://content.guardianapis.com/world/live/2022/oct/07/russia-ukraine-war-live-nuclear-threat-is-worst-in-60-years-biden-says-ukraine-recaptures-500-square-km-in-a-week,False,pillar/news,News
24,world/2022/may/13/first-russian-soldier-goes-on-trial-in-ukraine-for-war-crimes,article,world,World news,2022-05-13T10:49:50Z,First Russian soldier goes on trial in Ukraine for war crimes,https://www.theguardian.com/world/2022/may/13/first-russian-soldier-goes-on-trial-in-ukraine-for-war-crimes,https://content.guardianapis.com/world/2022/may/13/first-russian-soldier-goes-on-trial-in-ukraine-for-war-crimes,False,pillar/news,News
25,world/live/2022/jul/30/russia-ukraine-war-outcry-over-attack-killing-ukraine-pows-kyiv-awaits-un-all-clear-for-grain-shipments,liveblog,world,World news,2022-07-30T17:11:50Z,Russia-Ukraine war: Kyiv hits back at Russian calls to ‘hang’ and ‘humiliate’ Azov fighters – as it happened ,https://www.theguardian.com/world/live/2022/jul/30/russia-ukraine-war-outcry-over-attack-killing-ukraine-pows-kyiv-awaits-un-all-clear-for-grain-shipments,https://content.guardianapis.com/world/live/2022/jul/30/russia-ukraine-war-outcry-over-attack-killing-ukraine-pows-kyiv-awaits-un-all-clear-for-grain-shipments,False,pillar/news,News
26,world/2022/aug/17/i-dont-see-justice-in-this-war-russian-soldier-exposes-rot-at-core-of-ukraine-invasion,article,world,World news,2022-08-17T16:37:02Z,‘I don’t see justice in this war’: Russian soldier exposes rot at core of Ukraine invasion,https://www.theguardian.com/world/2022/aug/17/i-dont-see-justice-in-this-war-russian-soldier-exposes-rot-at-core-of-ukraine-invasion,https://content.guardianapis.com/world/2022/aug/17/i-dont-see-justice-in-this-war-russian-soldier-exposes-rot-at-core-of-ukraine-invasion,False,pillar/news,News
27,world/live/2022/sep/20/russia-ukraine-war-moscow-loses-full-control-of-luhansk-region-ukraine-to-dominate-agenda-at-un-summit-live-updates,liveblog,world,World news,2022-09-20T20:23:31Z,"Russia-Ukraine war live: Putin’s address on ‘votes’ in occupied regions postponed, say Russian media – as it happened",https://www.theguardian.com/world/live/2022/sep/20/russia-ukraine-war-moscow-loses-full-control-of-luhansk-region-ukraine-to-dominate-agenda-at-un-summit-live-updates,https://content.guardianapis.com/world/live/2022/sep/20/russia-ukraine-war-moscow-loses-full-control-of-luhansk-region-ukraine-to-dominate-agenda-at-un-summit-live-updates,False,pillar/news,News
28,world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live,liveblog,world,World news,2022-09-18T21:02:11Z,"Russia-Ukraine war: medics killed by Russian strike during evacuation of hospital, says Kharkiv governor – as it happened",https://www.theguardian.com/world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live,https://content.guardianapis.com/world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live,False,pillar/news,News
29,film/2022/oct/10/the-treasures-of-crimea-review-ukraine-and-russias-war-over-ancient-gold,article,film,Film,2022-10-10T13:37:15Z,The Treasures of Crimea review – Ukraine and Russia’s war over ancient gold,https://www.theguardian.com/film/2022/oct/10/the-treasures-of-crimea-review-ukraine-and-russias-war-over-ancient-gold,https://content.guardianapis.com/film/2022/oct/10/the-treasures-of-crimea-review-ukraine-and-russias-war-over-ancient-gold,False,pillar/arts,Arts
30,world/live/2022/aug/10/russia-ukraine-war-live-news-moscow-plans-to-link-zaporzhzhia-nuclear-plant-to-crimea-operator-warns,liveblog,world,World news,2022-08-10T18:00:25Z,Russia-Ukraine war: Kyiv says nine Russian planes destroyed in past 24 hours – as it happened,https://www.theguardian.com/world/live/2022/aug/10/russia-ukraine-war-live-news-moscow-plans-to-link-zaporzhzhia-nuclear-plant-to-crimea-operator-warns,https://content.guardianapis.com/world/live/2022/aug/10/russia-ukraine-war-live-news-moscow-plans-to-link-zaporzhzhia-nuclear-plant-to-crimea-operator-warns,False,pillar/news,News
31,world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live,liveblog,world,World news,2022-09-18T21:02:11Z,"Russia-Ukraine war: medics killed by Russian strike during evacuation of hospital, says Kharkiv governor – as it happened",https://www.theguardian.com/world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live,https://content.guardianapis.com/world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live,False,pillar/news,News
32,world/2022/oct/23/ukraine-faces-power-outages-after-massive-russian-strikes-target-energy-facilities,article,world,World news,2022-10-23T00:58:35Z,Ukraine faces power outages after ‘massive’ Russian strikes target energy facilities,https://www.theguardian.com/world/2022/oct/23/ukraine-faces-power-outages-after-massive-russian-strikes-target-energy-facilities,https://content.guardianapis.com/world/2022/oct/23/ukraine-faces-power-outages-after-massive-russian-strikes-target-energy-facilities,False,pillar/news,News
33,world/2022/oct/19/financial-toll-ukraine-downing-drones-vastly-exceeds-russia-costs,article,world,World news,2022-10-19T11:12:12Z,Financial toll on Ukraine of downing drones ‘vastly exceeds Russian costs’,https://www.theguardian.com/world/2022/oct/19/financial-toll-ukraine-downing-drones-vastly-exceeds-russia-costs,https://content.guardianapis.com/world/2022/oct/19/financial-toll-ukraine-downing-drones-vastly-exceeds-russia-costs,False,pillar/news,News
34,world/2022/may/18/russian-soldier-pleads-guilty-first-ukraine-war-crimes-trial-since-invasion,article,world,World news,2022-05-18T16:11:10Z,Russian soldier pleads guilty in first Ukraine war crimes trial since invasion,https://www.theguardian.com/world/2022/may/18/russian-soldier-pleads-guilty-first-ukraine-war-crimes-trial-since-invasion,https://content.guardianapis.com/world/2022/may/18/russian-soldier-pleads-guilty-first-ukraine-war-crimes-trial-since-invasion,False,pillar/news,News
35,world/2022/apr/23/countries-buying-russian-oil-complicit-in-war-crimes-says-ukraine-adviser,article,world,World news,2022-04-23T17:54:30Z,Countries buying Russian oil ‘complicit in war crimes’ says Ukraine adviser,https://www.theguardian.com/world/2022/apr/23/countries-buying-russian-oil-complicit-in-war-crimes-says-ukraine-adviser,https://content.guardianapis.com/world/2022/apr/23/countries-buying-russian-oil-complicit-in-war-crimes-says-ukraine-adviser,False,pillar/news,News
36,world/live/2022/oct/16/russia-ukraine-war-live-deadly-shootout-between-russian-troops-followed-argument-over-religion-says-zelenskiy-adviser,liveblog,world,World news,2022-10-16T18:53:30Z,"Russia-Ukraine war, as it happened: nearly 9,000 Russian troops to be stationed in Belarus; Putin’s forces continuing ‘forced deportations’",https://www.theguardian.com/world/live/2022/oct/16/russia-ukraine-war-live-deadly-shootout-between-russian-troops-followed-argument-over-religion-says-zelenskiy-adviser,https://content.guardianapis.com/world/live/2022/oct/16/russia-ukraine-war-live-deadly-shootout-between-russian-troops-followed-argument-over-religion-says-zelenskiy-adviser,False,pillar/news,News
37,world/2022/may/12/first-russian-soldier-to-go-on-trial-in-ukraine-for-war-crimes,article,world,World news,2022-05-13T05:01:27Z,First Russian soldier to go on trial in Ukraine for war crimes,https://www.theguardian.com/world/2022/may/12/first-russian-soldier-to-go-on-trial-in-ukraine-for-war-crimes,https://content.guardianapis.com/world/2022/may/12/first-russian-soldier-to-go-on-trial-in-ukraine-for-war-crimes,False,pillar/news,News
38,world/2022/aug/24/ukraine-independence-day-overshadowed-by-fear-of-russian-attacks,article,world,World news,2022-08-24T17:57:24Z,Ukraine independence day overshadowed by fear of Russian attacks,https://www.theguardian.com/world/2022/aug/24/ukraine-independence-day-overshadowed-by-fear-of-russian-attacks,https://content.guardianapis.com/world/2022/aug/24/ukraine-independence-day-overshadowed-by-fear-of-russian-attacks,False,pillar/news,News
39,stage/2022/mar/27/alexei-ratmansky-russian-cultural-figures-must-oppose-war-in-ukraine,article,stage,Stage,2022-03-27T06:00:18Z,Alexei Ratmansky: Russian cultural figures must oppose war in Ukraine ,https://www.theguardian.com/stage/2022/mar/27/alexei-ratmansky-russian-cultural-figures-must-oppose-war-in-ukraine,https://content.guardianapis.com/stage/2022/mar/27/alexei-ratmansky-russian-cultural-figures-must-oppose-war-in-ukraine,False,pillar/arts,Arts
40,world/2022/aug/24/ukraine-independence-day-overshadowed-by-fear-of-russian-attacks,article,world,World news,2022-08-24T17:57:24Z,Ukraine independence day overshadowed by fear of Russian attacks,https://www.theguardian.com/world/2022/aug/24/ukraine-independence-day-overshadowed-by-fear-of-russian-attacks,https://content.guardianapis.com/world/2022/aug/24/ukraine-independence-day-overshadowed-by-fear-of-russian-attacks,False,pillar/news,News
41,world/2022/sep/11/putin-loyalist-kadyrov-criticises-russian-armys-performance-over-ukraine-retreat,article,world,World news,2022-09-11T14:58:57Z,Putin loyalist Kadyrov criticises Russian army’s performance over Ukraine retreat,https://www.theguardian.com/world/2022/sep/11/putin-loyalist-kadyrov-criticises-russian-armys-performance-over-ukraine-retreat,https://content.guardianapis.com/world/2022/sep/11/putin-loyalist-kadyrov-criticises-russian-armys-performance-over-ukraine-retreat,False,pillar/news,News
42,world/2022/sep/08/ukraine-police-uncover-child-sexual-abuse-ring-involving-russian-children,article,world,World news,2022-09-08T09:45:57Z,Ukraine police uncover child sexual abuse ring involving Russian children ,https://www.theguardian.com/world/2022/sep/08/ukraine-police-uncover-child-sexual-abuse-ring-involving-russian-children,https://content.guardianapis.com/world/2022/sep/08/ukraine-police-uncover-child-sexual-abuse-ring-involving-russian-children,False,pillar/news,News
43,world/2022/oct/02/ukraine-declares-full-control-of-lyman-after-russian-forces-pull-out,article,world,World news,2022-10-02T14:45:23Z,Ukraine declares full control of Lyman after Russian forces pull out,https://www.theguardian.com/world/2022/oct/02/ukraine-declares-full-control-of-lyman-after-russian-forces-pull-out,https://content.guardianapis.com/world/2022/oct/02/ukraine-declares-full-control-of-lyman-after-russian-forces-pull-out,False,pillar/news,News
44,world/live/2022/aug/03/russia-ukraine-war-live-news-ten-million-people-have-left-ukraine-since-russian-invasion-un-says-as-first-grain-exports-arrive-in-turkey,liveblog,world,World news,2022-08-03T17:57:20Z,Russia-Ukraine war live: Scholz insists turbine at centre of Russian gas row works; 10m Ukraine border crossings since invasion – as it happened,https://www.theguardian.com/world/live/2022/aug/03/russia-ukraine-war-live-news-ten-million-people-have-left-ukraine-since-russian-invasion-un-says-as-first-grain-exports-arrive-in-turkey,https://content.guardianapis.com/world/live/2022/aug/03/russia-ukraine-war-live-news-ten-million-people-have-left-ukraine-since-russian-invasion-un-says-as-first-grain-exports-arrive-in-turkey,False,pillar/news,News
45,world/live/2022/sep/10/russia-ukraine-war-latest-updates-live-news-putin-zelenskiy,liveblog,world,World news,2022-09-10T17:54:58Z,Ukraine-Russia war: residents of Russian-controlled Kharkiv told to evacuate as Ukrainian counter-offensive advances – as it happened,https://www.theguardian.com/world/live/2022/sep/10/russia-ukraine-war-latest-updates-live-news-putin-zelenskiy,https://content.guardianapis.com/world/live/2022/sep/10/russia-ukraine-war-latest-updates-live-news-putin-zelenskiy,False,pillar/news,News
46,world/live/2022/oct/19/russia-ukraine-war-live-russia-warns-of-fight-for-kherson-in-very-near-future-hundreds-of-thousands-in-ukraine-without-water-or-power,liveblog,world,World news,2022-10-19T18:11:54Z,Russia-Ukraine war live: hundreds of thousands without water or power; Russia warns of battle for Kherson in ‘very near future’,https://www.theguardian.com/world/live/2022/oct/19/russia-ukraine-war-live-russia-warns-of-fight-for-kherson-in-very-near-future-hundreds-of-thousands-in-ukraine-without-water-or-power,https://content.guardianapis.com/world/live/2022/oct/19/russia-ukraine-war-live-russia-warns-of-fight-for-kherson-in-very-near-future-hundreds-of-thousands-in-ukraine-without-water-or-power,False,pillar/news,News
47,world/2022/sep/25/zelenskiy-vows-to-liberate-all-of-ukraine-as-russian-vote-continues,article,world,World news,2022-09-25T16:36:50Z,Zelenskiy vows to liberate all of Ukraine as Russian ‘vote’ continues,https://www.theguardian.com/world/2022/sep/25/zelenskiy-vows-to-liberate-all-of-ukraine-as-russian-vote-continues,https://content.guardianapis.com/world/2022/sep/25/zelenskiy-vows-to-liberate-all-of-ukraine-as-russian-vote-continues,False,pillar/news,News
48,world/live/2022/jun/28/russia-ukraine-war-rescuers-dig-for-survivors-of-kremenchuk-shopping-centre-attack-amid-global-outrage-live,liveblog,world,World news,2022-06-28T23:14:06Z,Russia-Ukraine war: At least two killed after Russian shelling in Donetsk – as it happened,https://www.theguardian.com/world/live/2022/jun/28/russia-ukraine-war-rescuers-dig-for-survivors-of-kremenchuk-shopping-centre-attack-amid-global-outrage-live,https://content.guardianapis.com/world/live/2022/jun/28/russia-ukraine-war-rescuers-dig-for-survivors-of-kremenchuk-shopping-centre-attack-amid-global-outrage-live,False,pillar/news,News
49,world/2022/sep/28/ukraine-charges-russian-soldiers-alleged-to-have-shot-at-civilian-cars,article,world,World news,2022-09-28T14:53:55Z,Ukraine charges Russian soldiers alleged to have shot at civilian cars ,https://www.theguardian.com/world/2022/sep/28/ukraine-charges-russian-soldiers-alleged-to-have-shot-at-civilian-cars,https://content.guardianapis.com/world/2022/sep/28/ukraine-charges-russian-soldiers-alleged-to-have-shot-at-civilian-cars,False,pillar/news,News
50,business/2022/oct/14/indemnity-body-refuses-to-ask-members-to-stop-insuring-ships-carrying-russian-oil,article,business,Business,2022-10-14T10:38:26Z,London body in row with Ukraine over insuring Russian oil-carrying ships,https://www.theguardian.com/business/2022/oct/14/indemnity-body-refuses-to-ask-members-to-stop-insuring-ships-carrying-russian-oil,https://content.guardianapis.com/business/2022/oct/14/indemnity-body-refuses-to-ask-members-to-stop-insuring-ships-carrying-russian-oil,False,pillar/news,News
51,world/2022/jun/15/ukraine-ignores-russian-ultimatum-to-surrender-sievierodonetsk,article,world,World news,2022-06-15T16:38:58Z,Ukraine ignores Russian ultimatum to surrender Sievierodonetsk,https://www.theguardian.com/world/2022/jun/15/ukraine-ignores-russian-ultimatum-to-surrender-sievierodonetsk,https://content.guardianapis.com/world/2022/jun/15/ukraine-ignores-russian-ultimatum-to-surrender-sievierodonetsk,False,pillar/news,News
52,world/2022/sep/21/putin-announces-partial-mobilisation-in-russia-in-escalation-of-ukraine-war,article,world,World news,2022-09-21T16:24:22Z,Putin announces partial mobilisation and threatens nuclear retaliation in escalation of Ukraine war,https://www.theguardian.com/world/2022/sep/21/putin-announces-partial-mobilisation-in-russia-in-escalation-of-ukraine-war,https://content.guardianapis.com/world/2022/sep/21/putin-announces-partial-mobilisation-in-russia-in-escalation-of-ukraine-war,False,pillar/news,News
53,world/2022/oct/10/ukraine-to-demand-step-change-in-western-aid-after-russian-missile-blitz,article,world,World news,2022-10-10T19:35:08Z,Ukraine to demand step-change in western aid after Russian missile blitz,https://www.theguardian.com/world/2022/oct/10/ukraine-to-demand-step-change-in-western-aid-after-russian-missile-blitz,https://content.guardianapis.com/world/2022/oct/10/ukraine-to-demand-step-change-in-western-aid-after-russian-missile-blitz,False,pillar/news,News
54,world/2022/mar/03/icc-launches-war-crimes-investigation-russia-invasion-ukraine,article,world,World news,2022-03-03T09:53:03Z,ICC launches war crimes investigation over Russian invasion of Ukraine,https://www.theguardian.com/world/2022/mar/03/icc-launches-war-crimes-investigation-russia-invasion-ukraine,https://content.guardianapis.com/world/2022/mar/03/icc-launches-war-crimes-investigation-russia-invasion-ukraine,False,pillar/news,News
55,world/2022/sep/17/ukraine-depends-on-morale-and-russia-on-mercenaries-it-could-decide-the-war,article,world,World news,2022-09-17T06:00:38Z,Ukraine depends on morale and Russia on mercenaries. It could decide the war,https://www.theguardian.com/world/2022/sep/17/ukraine-depends-on-morale-and-russia-on-mercenaries-it-could-decide-the-war,https://content.guardianapis.com/world/2022/sep/17/ukraine-depends-on-morale-and-russia-on-mercenaries-it-could-decide-the-war,False,pillar/news,News
