date,anger,fear,joy,sadness,love,surprise,price
2022-02-01,0.8188837650029556,0.12184156595638178,0.041823020339032346,0.013718319782207711,0.0024149199914814392,0.0013183989984731955,88.22
2022-02-02,0.8348589006223177,0.08308243241749307,0.04750787766993434,0.027382136092790787,0.004523557276881585,0.0026450967293624316,88.16
2022-02-03,0.7689356889043536,0.15272023529368672,0.0574835320086484,0.014725887518753028,0.0042264376367841,0.0019082284991218622,90.17
2022-02-04,0.7735436488600338,0.17067060684648283,0.03041341248899693,0.019233496940133158,0.0034423236245535354,0.002696507823523365,92.27
2022-02-07,0.7953220172361894,0.1294219866818325,0.049899346787821125,0.017454140819609117,0.005050567656078081,0.0028519505470863456,91.25
2022-02-08,0.7049102783203125,0.17203674450712764,0.09881381216875616,0.018099369680337356,0.003913880494349642,0.0022258826739791474,89.32
2022-02-09,0.8078205690664404,0.11686466982149898,0.05434711829772871,0.014160784844802076,0.004635663315318206,0.002171212059158006,89.57
2022-02-10,0.8243010663986206,0.1219202215224504,0.031635921779088624,0.018611861374229134,0.00204865625128146,0.00148227152996692,89.83
2022-02-11,0.7578810969988505,0.1455917693053682,0.06656553276504075,0.02070915195508854,0.005152262968476814,0.00410018472563626,93.1
2022-02-14,0.7629675324025907,0.13721116833575678,0.06432575789566675,0.027645608264720022,0.0051743238260601445,0.0026756013836634605,95.52
2022-02-15,0.7511197336209126,0.14692951207502908,0.06121389545165953,0.03072336156410756,0.006621654106614439,0.0033918508897140998,92.07
2022-02-16,0.8390896916389465,0.0983402062621381,0.03812007105443621,0.018101273100236723,0.0039836418064724665,0.0023651151029668444,93.83
2022-02-17,0.7399470563288089,0.18043136600129028,0.05542976823980328,0.018244210124033006,0.0037594821640393183,0.0021881238941137185,91.78
2022-02-18,0.7147803032398223,0.16708279605954882,0.07507438673637803,0.036560862259939264,0.004004662083461832,0.00249700540909538,91.26
2022-02-22,0.7277443106057214,0.1787187058963339,0.059811273487151144,0.02729850686365184,0.003955029799950217,0.0024721881228719936,92.11
2022-02-23,0.7727800911327578,0.1441364539962894,0.05119782568939589,0.025952916914149027,0.0037015278890666944,0.0022311763929088414,92.14
2022-02-24,0.7692321273611813,0.15718204220160611,0.045237520681239804,0.02176278467409353,0.004132753471267455,0.0024527744090158546,92.77
2022-02-25,0.7596807118179729,0.15744623243786138,0.051080220077159656,0.024439959527440863,0.004511449814636161,0.0028414245308048583,91.68
2022-02-28,0.7609886876468,0.15398237537378548,0.052790786198543695,0.025494875197684147,0.004435219366073922,0.002308063940332359,96.13
2022-03-01,0.7531194610255105,0.1679077787147391,0.052885097240851706,0.019787229453435213,0.004074086503879603,0.002226349446296065,103.66
2022-03-02,0.8033287489052975,0.1287253916503466,0.042408538949346555,0.01914022386255152,0.003917482997010875,0.002479609425386568,110.74
2022-03-03,0.7505800876352522,0.15657293132066516,0.06056008804072104,0.025187332724453834,0.004433491447060832,0.002666074644528382,107.69
2022-03-04,0.76970966834771,0.15532339449947402,0.048003895236424274,0.020809513658566942,0.0038521013798583775,0.0023014280246570176,115.77
2022-03-07,0.8149313380320867,0.12568365147065677,0.03819340725091193,0.016148429425638346,0.003132240647183942,0.0019109362252665869,119.26
2022-03-08,0.7865048137055822,0.14096671524590876,0.04465909098788351,0.02172837685968958,0.003885371146263525,0.0022556267226225154,123.64
2022-03-09,0.760957693722513,0.14431708714756594,0.05703582758174481,0.030491991281936207,0.0046694056137412685,0.002528001201022101,108.81
2022-03-10,0.7057672385491577,0.18289816330926598,0.07357866844269624,0.030287292912629764,0.0046302062632200556,0.0028384279447730395,105.93
2022-03-11,0.7623318820884547,0.1529719371387024,0.056802690292578915,0.02177885974476531,0.003818525146625727,0.0022961128084228576,109.31
2022-03-14,0.7620849510033926,0.1505712067894637,0.05446916219778354,0.025883282766056503,0.004666580442960015,0.002324820952877975,103.22
2022-03-15,0.765011684037745,0.15819630077930918,0.04957238421502548,0.021258300115732657,0.0038402365908040705,0.002121099955729681,96.42
2022-03-16,0.7727856259970438,0.13986027840707846,0.05373915473631179,0.027385027517863907,0.0038937776165160133,0.0023361313239243942,94.85
2022-03-17,0.7531579190066883,0.16408459421446808,0.05186717680356062,0.024132512709391915,0.004232174581071936,0.0025256245218250157,102.97
2022-03-18,0.7557192824103616,0.15404791024047879,0.05549482875821091,0.026625263484399437,0.004991373593811334,0.003121332940336792,104.69
2022-03-21,0.7722709582497677,0.1466516795286831,0.051063332532066796,0.024104440271912553,0.003921112819322492,0.001988469783706575,112.14
2022-03-22,0.7548657965660095,0.17386538623599332,0.04362398048513565,0.021459414498531212,0.00399008089763805,0.002195334529678756,111.03
2022-03-23,0.8218375043943524,0.1188467919328104,0.03912603691424006,0.014857995396141582,0.0033127882616099187,0.0020188933624467062,114.89
2022-03-24,0.7993775711609767,0.12952769595699812,0.04815582091955893,0.017169270625051348,0.0038128005752626017,0.0019568479646784815,114.2
2022-03-25,0.7484189760990632,0.1515276347755645,0.06474793250433714,0.028531920905851767,0.0041129032846909976,0.00266062097552299,116.2
2022-03-28,0.7956141746706433,0.12953064952873516,0.04856604340063679,0.01986951186726969,0.003940035365909907,0.002479579992251665,107.55
2022-03-29,0.7694040393600097,0.1740736174621046,0.03715278666976906,0.014054760270832557,0.0033122879954484287,0.0020025081573223787,104.25
2022-03-30,0.7644483020359819,0.14149477237052366,0.06081648370970714,0.026676268068099862,0.00412034811961343,0.002443837154714807,107.81
2022-03-31,0.7612272012429159,0.1578694699431357,0.05150429260359736,0.023206881345745868,0.003979577634723999,0.0022125747283828524,100.53
2022-04-01,0.7554428692047412,0.17850607227032572,0.04486393120896532,0.015399564518772304,0.0038453838723608233,0.0019421886287230596,99.32
2022-04-04,0.7848193923180754,0.14048136789245866,0.050170755156696806,0.01851351905762298,0.003644700705825134,0.0023702647294240047,103.29
2022-04-05,0.7742887421378067,0.14329109098720694,0.05437560176350022,0.022173133106272305,0.003501499304028141,0.002369932358175971,101.98
2022-04-06,0.7803527320976611,0.14218048964351135,0.05068782199156914,0.020644886553916962,0.0038131854331974113,0.0023208821296941485,96.39
2022-04-07,0.7521452561337897,0.15643543422103243,0.05776628297927012,0.027118968866527666,0.0041115981745879935,0.0024224636055147192,96.05
2022-04-08,0.7310702079220822,0.1772625994206847,0.05767269385519041,0.02750715125646242,0.0040074858269163495,0.002479884137037937,98.35
2022-04-11,0.6842240456378821,0.21098568543058,0.06858712230865473,0.02709243027846126,0.0056015447180745945,0.0035091706518097484,94.22
2022-04-12,0.79194176197052,0.13440242854601422,0.04665665506586629,0.020334737325036798,0.0041073112366280026,0.0025571087726101943,100.52
2022-04-13,0.7670301245791572,0.14644868049238405,0.054775899567175615,0.023417003338857104,0.005370067863675186,0.0029582214861874944,104.26
2022-04-14,0.8273001389625745,0.11475453106238717,0.03759907299909402,0.015148961732614711,0.0032343781614401,0.001962914174491226,106.84
2022-04-18,0.7049921464461547,0.19011287441333896,0.07336099301643952,0.021727327669325884,0.006315591807763677,0.0034910684290269923,108.24
2022-04-19,0.7348088766589309,0.16039052195000375,0.06716025091891144,0.029303090465184478,0.004978792139533576,0.0033584640354312636,102.54
2022-04-20,0.722778696673257,0.17619554780373747,0.06558239472713982,0.028044090919761996,0.0046628621448429565,0.00273639800933384,102.56
2022-04-21,0.7698369417871748,0.1475831828944917,0.05097350601572539,0.025187518228111477,0.003779413852108857,0.0026394317533620826,103.89
2022-04-22,0.6596612334251404,0.22035181068349627,0.07834386230388185,0.0323911012819735,0.005808540974612653,0.0034434496119501467,102.86
2022-04-25,0.8469935276291587,0.10893773063699795,0.03033632437687955,0.009966028868802768,0.0024458914975349455,0.0013204999039853932,99.6
2022-04-26,0.7628121972084045,0.1394531509297219,0.06107079598475063,0.027536670386325516,0.006538742292972337,0.0025884485031173157,102.62
2022-04-27,0.763444267378913,0.15064296578574507,0.05723877021033934,0.021708758430193233,0.004077442926872058,0.0028878025374271333,101.96
2022-04-28,0.7717995664903096,0.16183327761523067,0.040303746680451856,0.018056328213008604,0.005814017085954389,0.002193049820128869,105.47
2022-04-29,0.8374218338479599,0.10686470627357869,0.03435697348080183,0.015147295804733056,0.004137367560967157,0.0020718229076615957,104.59
2022-05-02,0.8041539251804352,0.13692808828006184,0.038257779056827174,0.014272544354510757,0.00408531814658388,0.0023023480083792934,105.18
2022-05-03,0.7899620324373245,0.14377669681329278,0.041335584784392226,0.018200013347668527,0.004563095978810404,0.002162559332791674,102.53
2022-05-04,0.8119155647176685,0.11526712989364041,0.047873063557992895,0.018981730852939256,0.0035358035608871637,0.0024267088685353514,107.84
2022-05-05,0.7057161228731275,0.1818199173430912,0.07050619314395584,0.03279748382192333,0.005609191654002606,0.003551096055161853,108.17
2022-05-06,0.7823304051862043,0.13365513757419056,0.053889385756680376,0.02207906121346985,0.0048786079569253585,0.003167410100799906,109.72
2022-05-09,0.7971164312432794,0.13548961606027338,0.04196960984400523,0.018440722950104144,0.004512741896392286,0.0024708880039670997,103.08
2022-05-10,0.7491004553106096,0.17852335637952715,0.04649152974080703,0.0193450274618549,0.004084383750644773,0.0024552508528964756,99.74
2022-05-11,0.7102711339791615,0.1909258015065764,0.06527752605422085,0.02471695129837215,0.005418343539349693,0.0033902467810548267,105.5
2022-05-12,0.827955741683642,0.12333603854446357,0.031694733665790356,0.011740527684257013,0.003518512503554383,0.0017544715626475233,106.15
2022-05-13,0.8201908455008552,0.1279258852037379,0.03250935190867273,0.014622163177201733,0.003066249344209605,0.0016854903591419332,110.52
2022-05-16,0.6887241065502167,0.2193202327537749,0.05713696626646972,0.026312523471590618,0.005360050457030752,0.0031461247870797917,114.07
2022-05-17,0.7937432753628698,0.133586683856516,0.047486348888547726,0.019552607731572462,0.003728005200110579,0.0019030820152818172,112.31
2022-05-18,0.7147666530949729,0.19002007444256114,0.06011129005679058,0.0266567573949162,0.005370926359734866,0.0030743036286106744,109.67
2022-05-19,0.736075708642602,0.1660200666034749,0.05826209811251218,0.029093787787132855,0.006824995947681552,0.0037233328439469394,112.21
2022-05-20,0.7930642322582357,0.1432702494168873,0.041603639269905006,0.015394593143890401,0.004129417541073858,0.002537880854694785,112.63
2022-05-23,0.7867202751520204,0.15429316343251248,0.034395522014919355,0.01818768223236515,0.003966022782572841,0.0024373246617359267,110.32
2022-05-24,0.7457420002473029,0.14538948649025862,0.06392038590734282,0.0353651237122616,0.005922120830387213,0.0036608889288464556,112.55
2022-05-25,0.6655633077025414,0.22637433013878763,0.06915453476831311,0.030431650672107884,0.005569903441937575,0.0029062632413114848,112.88
2022-05-26,0.7279199848049566,0.1572903642970088,0.06780920164831174,0.040164469888335746,0.004044093075208321,0.0027719029611417262,116.19
2022-05-27,0.8045367521268351,0.1323197569991289,0.04024724660579247,0.017778637060136656,0.0032721624625587594,0.0018454246132427036,114.96
2022-05-31,0.8283641499442023,0.10714421734666901,0.03902226415890693,0.020192765928112623,0.003088517632882838,0.002188079419382162,114.38
2022-06-01,0.8029773086309433,0.1306912807364521,0.04233554608314683,0.015571159398758786,0.005377510362854445,0.0030472028261606388,115.26
2022-06-02,0.8123968225536924,0.12100120057408327,0.0377472443012238,0.022801968232008835,0.0037663844123016605,0.0022863857046820516,116.88
2022-06-03,0.7180559177483831,0.16443345120725486,0.07740622197785077,0.03092416350305674,0.005807567160185707,0.003372689179481525,118.97
2022-06-06,0.7310811751767209,0.16150776638594255,0.06343003340665931,0.03723524935776363,0.0043064168517287366,0.00243934799149615,118.41
2022-06-07,0.7651765923346242,0.15583099568856035,0.053406595291885225,0.019531278629719626,0.0035868523048138774,0.0024676793855764744,119.55
2022-06-08,0.7340909938017527,0.17985148466347403,0.056294816844941385,0.023784688179148306,0.0037160660489461866,0.0022619460515367036,121.94
2022-06-09,0.7432323279904156,0.17517717797223975,0.05738419337374177,0.01661601408225729,0.004757644619974373,0.002832652983914368,121.52
2022-06-10,0.7152122117971119,0.18143412883785598,0.06623535919444337,0.02792999099964567,0.006342730296493816,0.0028455777485903422,120.73
